Economy,Indicator,Year,Value,Indicator_encoded,Economy_encoded,Indicator_group,Indicator_group_code
Russian Federation,Connecting and installing new devices,2014,7.1706,11,77,Skills,2
Russian Federation,"Finding, downloading, installing and configuring software",2014,3.0019,22,77,Skills,2
Russian Federation,Transferring files between a computer and other devices,2014,23.8291,55,77,Skills,2
Russian Federation,Doing an online course,2014,2.03981,20,77,Skills,2
Russian Federation,Purchasing or ordering goods or services,2014,9.73171,47,77,Skills,2
Russian Federation,Internet banking,2014,8.30963,37,77,Skills,2
Serbia,Transferring files between a computer and other devices,2014,36.4978,55,79,Skills,2
Singapore,Connecting and installing new devices,2014,19.3665,11,80,Skills,2
Singapore,"Finding, downloading, installing and configuring software",2014,23.3091,22,80,Skills,2
Singapore,Transferring files between a computer and other devices,2014,27.0643,55,80,Skills,2
Singapore,Purchasing or ordering goods or services,2014,20.6833,47,80,Skills,2
Singapore,Internet banking,2014,24.2563,37,80,Skills,2
Slovakia,Transferring files between a computer and other devices,2014,52.7914,55,81,Skills,2
Slovakia,Purchasing or ordering goods or services,2014,30.8539,47,81,Skills,2
Slovakia,Internet banking,2014,40.5901,37,81,Skills,2
Slovenia,Transferring files between a computer and other devices,2014,53.0969,55,82,Skills,2
Slovenia,Purchasing or ordering goods or services,2014,26.0505,47,82,Skills,2
Slovenia,Internet banking,2014,32.2806,37,82,Skills,2
Spain,Transferring files between a computer and other devices,2014,56.6363,55,83,Skills,2
Spain,Purchasing or ordering goods or services,2014,27.5313,47,83,Skills,2
Spain,Internet banking,2014,37.4242,37,83,Skills,2
State of Palestine,Connecting and installing new devices,2014,10.3138,11,84,Skills,2
Sweden,Transferring files between a computer and other devices,2014,78.6924,55,86,Skills,2
Sweden,Purchasing or ordering goods or services,2014,61.5154,47,86,Skills,2
Sweden,Internet banking,2014,81.6625,37,86,Skills,2
Switzerland,"Finding, downloading, installing and configuring software",2014,47.8799,22,87,Skills,2
Switzerland,Purchasing or ordering goods or services,2014,56.1577,47,87,Skills,2
Switzerland,Internet banking,2014,49.2883,37,87,Skills,2
Thailand,"Finding, downloading, installing and configuring software",2014,7.44984,22,89,Skills,2
Thailand,Transferring files between a computer and other devices,2014,25.7653,55,89,Skills,2
Thailand,Purchasing or ordering goods or services,2014,2.05389,47,89,Skills,2
Thailand,Internet banking,2014,1.22769,37,89,Skills,2
Türkiye,Transferring files between a computer and other devices,2014,27.7281,55,90,Skills,2
United Arab Emirates,Purchasing or ordering goods or services,2014,14.4,47,92,Skills,2
United Arab Emirates,Internet banking,2014,25.1,37,92,Skills,2
United Kingdom,Transferring files between a computer and other devices,2014,65.3955,55,93,Skills,2
United Kingdom,Purchasing or ordering goods or services,2014,72.4403,47,93,Skills,2
United Kingdom,Internet banking,2014,56.845,37,93,Skills,2
Brazil,By fixed narrowband network,2014,1.0318,4,12,Technical,4
Brazil,By fixed (wired) broadband,2014,26.037,1,12,Technical,4
Brazil,By broadband,2014,48.5888,0,12,Technical,4
Brazil,By mobile broadband network via a handset,2014,12.3411,7,12,Technical,4
Brazil,By satellite broadband network,2014,2.51295,8,12,Technical,4
Brazil,By terrestrial fixed (wireless) broadband network,2014,4.46163,9,12,Technical,4
Egypt,By fixed (wired) broadband,2014,38.589,1,29,Technical,4
Egypt,By broadband,2014,39.214,0,29,Technical,4
Egypt,By mobile broadband network via a handset,2014,13.0546,7,29,Technical,4
"Hong Kong, China",By fixed (wired) broadband,2014,78.1612,1,37,Technical,4
"Hong Kong, China",By mobile broadband network via a handset,2014,4.48687,7,37,Technical,4
Jamaica,By fixed (wired) broadband,2014,25.8873,1,46,Technical,4
Japan,By fixed narrowband network,2014,2.66882,4,47,Technical,4
Japan,By fixed (wired) broadband,2014,55.7944,1,47,Technical,4
Japan,By broadband,2014,95.5079,0,47,Technical,4
Japan,By mobile broadband network via a handset,2014,94.9228,7,47,Technical,4
Japan,By terrestrial fixed (wireless) broadband network,2014,34.7005,9,47,Technical,4
Korea (Rep. of),By fixed (wired) broadband,2014,78.7207,1,50,Technical,4
Korea (Rep. of),By broadband,2014,98.4869,0,50,Technical,4
Korea (Rep. of),By mobile broadband network via a handset,2014,98.4587,7,50,Technical,4
Korea (Rep. of),By terrestrial fixed (wireless) broadband network,2014,86.3302,9,50,Technical,4
"Macao, China",By broadband,2014,84.3354,0,56,Technical,4
Mexico,By fixed narrowband network,2014,0.824536,4,61,Technical,4
Mexico,By fixed (wired) broadband,2014,28.5151,1,61,Technical,4
Mexico,By broadband,2014,33.6492,0,61,Technical,4
Mexico,By mobile broadband network via a handset,2014,3.05351,7,61,Technical,4
Mexico,By satellite broadband network,2014,0.253444,8,61,Technical,4
Mexico,By terrestrial fixed (wireless) broadband network,2014,4.91704,9,61,Technical,4
Morocco,By fixed (wired) broadband,2014,14.4254,1,65,Technical,4
Morocco,By broadband,2014,50.1763,0,65,Technical,4
Morocco,By mobile broadband network via a handset,2014,29.0763,7,65,Technical,4
Puerto Rico,By fixed narrowband network,2014,0.961418,4,74,Technical,4
Puerto Rico,By fixed (wired) broadband,2014,16.9932,1,74,Technical,4
Puerto Rico,By broadband,2014,48.0806,0,74,Technical,4
Puerto Rico,By satellite broadband network,2014,2.24785,8,74,Technical,4
Puerto Rico,By terrestrial fixed (wireless) broadband network,2014,15.1465,9,74,Technical,4
Russian Federation,By broadband,2014,64.0655,0,77,Technical,4
Singapore,By broadband,2014,82.6947,0,80,Technical,4
Switzerland,By fixed (wired) broadband,2014,77.2233,1,87,Technical,4
Switzerland,By broadband,2014,79.3522,0,87,Technical,4
Thailand,By fixed narrowband network,2014,4.24869,4,89,Technical,4
Thailand,By broadband,2014,29.563,0,89,Technical,4
United Arab Emirates,By fixed (wired) broadband,2014,84.9,1,92,Technical,4
Uruguay,By broadband,2014,60.9783,0,95,Technical,4
Austria,Making calls using VoIP or messaging app,2014,23.4675,42,3,Services and Communications,5
Austria,Participating in social networks,2014,44.2378,45,3,Services and Communications,5
Azerbaijan,Sending e-mails with attached files,2014,47.7295,50,4,Services and Communications,5
Bahrain,Making calls using VoIP or messaging app,2014,34.9888,42,5,Services and Communications,5
Bahrain,Participating in social networks,2014,61.5768,45,5,Services and Communications,5
Bahrain,Taking part in online consultations or voting to define civic or political issues,2014,10.1329,54,5,Services and Communications,5
Belgium,Making calls using VoIP or messaging app,2014,35.8235,42,8,Services and Communications,5
Belgium,Participating in social networks,2014,52.4336,45,8,Services and Communications,5
Brazil,Sending e-mails with attached files,2014,24.7823,50,12,Services and Communications,5
Brazil,Making calls using VoIP or messaging app,2014,14.1192,42,12,Services and Communications,5
Brazil,Participating in social networks,2014,41.4571,45,12,Services and Communications,5
Bulgaria,Making calls using VoIP or messaging app,2014,45.5874,42,14,Services and Communications,5
Bulgaria,Participating in social networks,2014,39.5657,45,14,Services and Communications,5
Colombia,Making calls using VoIP or messaging app,2014,30.3052,42,19,Services and Communications,5
Colombia,Participating in social networks,2014,33.2489,45,19,Services and Communications,5
Croatia,Making calls using VoIP or messaging app,2014,26.0329,42,21,Services and Communications,5
Croatia,Participating in social networks,2014,40.4403,45,21,Services and Communications,5
Cyprus,Making calls using VoIP or messaging app,2014,41.0561,42,23,Services and Communications,5
Cyprus,Participating in social networks,2014,50.1041,45,23,Services and Communications,5
Czech Republic,Making calls using VoIP or messaging app,2014,33.7188,42,24,Services and Communications,5
Czech Republic,Participating in social networks,2014,37.2342,45,24,Services and Communications,5
Denmark,Making calls using VoIP or messaging app,2014,47.399,42,26,Services and Communications,5
Denmark,Participating in social networks,2014,66.4924,45,26,Services and Communications,5
Egypt,Sending e-mails with attached files,2014,3.58031,50,29,Services and Communications,5
Egypt,Making calls using VoIP or messaging app,2014,12.6319,42,29,Services and Communications,5
Egypt,Participating in social networks,2014,22.8455,45,29,Services and Communications,5
Egypt,Taking part in online consultations or voting to define civic or political issues,2014,0.42678,54,29,Services and Communications,5
El Salvador,Making calls using VoIP or messaging app,2014,0.0256705,42,30,Services and Communications,5
Estonia,Making calls using VoIP or messaging app,2014,42.7068,42,31,Services and Communications,5
Estonia,Participating in social networks,2014,50.6386,45,31,Services and Communications,5
Finland,Making calls using VoIP or messaging app,2014,26.232,42,32,Services and Communications,5
Finland,Participating in social networks,2014,52.0394,45,32,Services and Communications,5
France,Participating in social networks,2014,38.5306,45,33,Services and Communications,5
Germany,Making calls using VoIP or messaging app,2014,23.744,42,35,Services and Communications,5
Germany,Participating in social networks,2014,42.3339,45,35,Services and Communications,5
Greece,Making calls using VoIP or messaging app,2014,28.4646,42,36,Services and Communications,5
Greece,Participating in social networks,2014,40.6543,45,36,Services and Communications,5
"Hong Kong, China",Participating in social networks,2014,72.4052,45,37,Services and Communications,5
Hungary,Making calls using VoIP or messaging app,2014,39.8532,42,38,Services and Communications,5
Hungary,Participating in social networks,2014,60.0247,45,38,Services and Communications,5
Israel,Making calls using VoIP or messaging app,2014,34.8447,42,44,Services and Communications,5
Italy,Making calls using VoIP or messaging app,2014,21.3365,42,45,Services and Communications,5
Italy,Participating in social networks,2014,32.5127,45,45,Services and Communications,5
Japan,Making calls using VoIP or messaging app,2014,20.2594,42,47,Services and Communications,5
Japan,Participating in social networks,2014,51.17,45,47,Services and Communications,5
Korea (Rep. of),Making calls using VoIP or messaging app,2014,11.8237,42,50,Services and Communications,5
Korea (Rep. of),Participating in social networks,2014,54.0925,45,50,Services and Communications,5
Latvia,Making calls using VoIP or messaging app,2014,43.1841,42,52,Services and Communications,5
Latvia,Participating in social networks,2014,52.7355,45,52,Services and Communications,5
Lithuania,Making calls using VoIP or messaging app,2014,57.2396,42,54,Services and Communications,5
Lithuania,Participating in social networks,2014,47.0173,45,54,Services and Communications,5
Luxembourg,Making calls using VoIP or messaging app,2014,39.6981,42,55,Services and Communications,5
Luxembourg,Participating in social networks,2014,60.4907,45,55,Services and Communications,5
Malta,Making calls using VoIP or messaging app,2014,28.7414,42,59,Services and Communications,5
Malta,Participating in social networks,2014,52.6299,45,59,Services and Communications,5
Mexico,Participating in social networks,2014,17.5854,45,61,Services and Communications,5
Morocco,Sending e-mails with attached files,2014,24.9121,50,65,Services and Communications,5
Morocco,Making calls using VoIP or messaging app,2014,23.9021,42,65,Services and Communications,5
Morocco,Participating in social networks,2014,47.9178,45,65,Services and Communications,5
Morocco,Taking part in online consultations or voting to define civic or political issues,2014,2.55486,54,65,Services and Communications,5
Netherlands,Making calls using VoIP or messaging app,2014,31.6653,42,66,Services and Communications,5
Netherlands,Participating in social networks,2014,57.659,45,66,Services and Communications,5
North Macedonia,Making calls using VoIP or messaging app,2014,46.1633,42,67,Services and Communications,5
North Macedonia,Participating in social networks,2014,54.3237,45,67,Services and Communications,5
Norway,Making calls using VoIP or messaging app,2014,43.3421,42,68,Services and Communications,5
Norway,Participating in social networks,2014,70.6666,45,68,Services and Communications,5
Paraguay,Making calls using VoIP or messaging app,2014,0.219789,42,70,Services and Communications,5
Paraguay,Participating in social networks,2014,21.4424,45,70,Services and Communications,5
Poland,Making calls using VoIP or messaging app,2014,27.5193,42,72,Services and Communications,5
Poland,Participating in social networks,2014,36.8011,45,72,Services and Communications,5
Portugal,Making calls using VoIP or messaging app,2014,24.1397,42,73,Services and Communications,5
Portugal,Participating in social networks,2014,46.7574,45,73,Services and Communications,5
Romania,Making calls using VoIP or messaging app,2014,22.9785,42,76,Services and Communications,5
Romania,Participating in social networks,2014,36.2513,45,76,Services and Communications,5
Russian Federation,Sending e-mails with attached files,2014,25.9696,50,77,Services and Communications,5
Russian Federation,Making calls using VoIP or messaging app,2014,26.844,42,77,Services and Communications,5
Russian Federation,Participating in social networks,2014,49.544,45,77,Services and Communications,5
Russian Federation,Taking part in online consultations or voting to define civic or political issues,2014,1.5729,54,77,Services and Communications,5
Singapore,Sending e-mails with attached files,2014,54.6729,50,80,Services and Communications,5
Singapore,Making calls using VoIP or messaging app,2014,6.81229,42,80,Services and Communications,5
Singapore,Participating in social networks,2014,48.6614,45,80,Services and Communications,5
Slovakia,Sending e-mails with attached files,2014,69.4744,50,81,Services and Communications,5
Slovakia,Making calls using VoIP or messaging app,2014,43.7015,42,81,Services and Communications,5
Slovakia,Participating in social networks,2014,50.3727,45,81,Services and Communications,5
Slovenia,Making calls using VoIP or messaging app,2014,29.4544,42,82,Services and Communications,5
